癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	104	06	2024-06-15 16:40	37.0567	129.7933	Chart	100	2.9	2	34.03	2		2	0						9	964	TAMGU 3
East Sea	104	06	2024-06-15 16:40	37.0567	129.7933	Chart	125	2.2	2	34.02	2		2	0						9	964	TAMGU 3
East Sea	104	06	2024-06-15 16:40	37.0567	129.7933	Chart	150	1.9	2	34.04	2		2	0						9	964	TAMGU 3
East Sea	104	06	2024-06-15 16:40	37.0567	129.7933	Chart	200	1.6	2	34.05	2		2	0						9	964	TAMGU 3
East Sea	104	06	2024-06-15 16:40	37.0567	129.7933	Chart	250	1.4	2	34.05	2		2	0						9	964	TAMGU 3
East Sea	104	06	2024-06-15 16:40	37.0567	129.7933	Chart	300	1.2	2	34.06	2		2	0						9	964	TAMGU 3
East Sea	104	06	2024-06-15 16:40	37.0567	129.7933	Chart	400	1.0	2	34.06	2		2	0						9	964	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	0	10.3	2	34.24	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	10	10.3	2	34.24	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	20	10.3	2	34.24	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	30	10.3	2	34.24	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	50	10.3	2	34.24	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	75	10.3	2	34.23	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	100	8.0	2	33.98	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	125	5.9	2	33.82	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	150	4.6	2	33.79	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	200	3.5	2	33.85	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	250	2.4	2	33.99	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	300	1.9	2	34.03	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	400	1.1	2	34.05	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-02-26 10:10	37.0567	130	Chart	500	0.9	2	34.05	2		2	0						18	1,020	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	0	14.5	2	34.29	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	10	14.1	2	34.31	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	20	13.6	2	34.30	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	30	13.3	2	34.31	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	50	11.9	2	34.27	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	75	5.5	2	34.13	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	100	3.3	2	34.05	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	125	2.3	2	34.04	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	150	2.0	2	34.04	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	200	1.3	2	34.05	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	250	1.1	2	34.05	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	300	0.9	2	34.05	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	400	0.8	2	34.06	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-04-14 13:06	37.0567	130	Chart	500	0.7	2	34.06	2		2	0						7	911	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	0	19.6	2	33.89	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	10	18.9	2	33.85	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	20	18.1	2	33.83	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	30	16.7	2	34.05	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	50	15.5	2	34.35	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	75	12.6	2	34.39	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	100	7.1	2	34.15	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	125	3.7	2	34.01	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	150	2.5	2	34.01	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	200	1.8	2	34.04	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	250	1.4	2	34.05	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	300	1.1	2	34.05	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	400	0.8	2	34.06	2		2	0						6	964	TAMGU 3
East Sea	104	07	2024-06-15 15:25	37.0567	130	Chart	500	0.7	2	34.06	2		2	0						6	964	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	0	10.2	2	34.18	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	10	10.2	2	34.21	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	20	10.2	2	34.21	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	30	10.2	2	34.21	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	50	10.1	2	34.21	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	75	10.0	2	34.20	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	100	6.6	2	33.94	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	125	4.4	2	33.88	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	150	3.3	2	33.90	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	200	2.1	2	34.03	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	250	1.7	2	34.04	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	300	1.3	2	34.05	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	400	0.9	2	34.05	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-02-26 08:30	37.0567	130.3117	Chart	500	0.8	2	34.06	2		2	0							1,020	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	0	16.3	2	34.47	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	10	16.1	2	34.49	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	20	15.1	2	34.51	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	30	14.9	2	34.54	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	50	14.4	2	34.52	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	75	14.1	2	34.54	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	100	13.9	2	34.53	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	125	13.2	2	34.49	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	150	7.3	2	34.21	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	200	2.5	2	34.02	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	250	1.8	2	34.04	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	300	1.3	2	34.05	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	400	0.9	2	34.06	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-04-14 11:30	37.0567	130.3117	Chart	500	0.8	2	34.06	2		2	0						8	911	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	0	22.5	2	34.02	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	10	21.4	2	33.98	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	20	18.4	2	34.39	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	30	16.4	2	34.31	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	50	15.9	2	34.38	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	75	15.2	2	34.41	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	100	11.1	2	34.24	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	125	9.6	2	34.20	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	150	8.4	2	34.15	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	200	4.0	2	34.08	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	250	2.1	2	34.04	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	300	1.4	2	34.05	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	400	0.9	2	34.05	2		2	0						17	988	TAMGU 3
East Sea	104	08	2024-06-15 13:49	37.0567	130.3117	Chart	500	0.8	2	34.06	2		2	0						17	988	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	0	12.7	2	33.99	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	10	13.0	2	34.41	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	20	13.0	2	34.41	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	30	13.0	2	34.41	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	50	13.0	2	34.41	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	75	12.8	2	34.37	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	100	12.3	2	34.34	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	125	8.3	2	34.18	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	150	4.0	2	34.08	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	200	1.9	2	34.04	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	250	1.2	2	34.05	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	300	1.0	2	34.05	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	400	0.8	2	34.05	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-02-26 06:50	37.0567	130.6267	Chart	500	0.7	2	34.06	2		2	0							1,017	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	0	14.6	2	34.48	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	10	14.4	2	34.48	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	20	13.7	2	34.50	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	30	13.7	2	34.50	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	50	13.3	2	34.50	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	75	12.4	2	34.43	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	100	11.0	2	34.34	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	125	8.1	2	34.14	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	150	5.5	2	34.02	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	200	2.5	2	34.03	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	250	1.5	2	34.05	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	300	1.1	2	34.05	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	400	0.8	2	34.06	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-04-14 09:48	37.0567	130.6267	Chart	500	0.7	2	34.06	2		2	0						7	911	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	0	22.1	2	34.31	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	10	20.9	2	34.28	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	20	18.4	2	34.38	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	30	17.3	2	34.36	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	50	16.3	2	34.45	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	75	15.5	2	34.48	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	100	12.7	2	34.41	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	125	10.3	2	34.31	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	150	8.0	2	34.15	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	200	4.7	2	34.04	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	250	2.2	2	34.04	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	300	1.5	2	34.05	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	400	0.9	2	34.05	2		2	0						8.7	988	TAMGU 3
East Sea	104	09	2024-06-15 12:16	37.0567	130.6267	Chart	500	0.8	2	34.06	2		2	0						8.7	988	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	0	13.0	2	34.15	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	10	13.0	2	34.40	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	20	13.0	2	34.41	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	30	13.0	2	34.41	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	50	13.0	2	34.41	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	75	12.9	2	34.42	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	100	12.0	2	34.31	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	125	9.4	2	34.22	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	150	4.9	2	34.11	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	200	2.0	2	34.05	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	250	1.4	2	34.04	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	300	1.1	2	34.05	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	400	0.8	2	34.05	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-02-26 03:25	37.0567	130.94	Chart	500	0.7	2	34.06	2		2	0							1,015	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	0	14.7	2	34.49	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	10	14.2	2	34.50	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	20	13.8	2	34.49	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	30	13.6	2	34.48	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	50	13.1	2	34.48	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	75	12.1	2	34.39	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	100	11.5	2	34.35	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	125	8.3	2	34.21	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	150	5.8	2	34.11	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	200	2.5	2	34.05	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	250	1.6	2	34.05	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	300	1.2	2	34.05	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	400	0.9	2	34.05	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-04-14 08:14	37.0567	130.94	Chart	500	0.7	2	34.06	2		2	0						10	911	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	0	21.8	2	34.25	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	10	21.2	2	34.25	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	20	19.5	2	34.30	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	30	18.0	2	34.34	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	50	16.4	2	34.38	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	75	15.4	2	34.49	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	100	11.2	2	34.30	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	125	7.5	2	34.09	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	150	5.8	2	34.05	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	200	2.7	2	34.04	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	250	1.7	2	34.05	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	300	1.2	2	34.05	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	400	0.8	2	34.06	2		2	0						21	987	TAMGU 3
East Sea	104	10	2024-06-15 10:41	37.0567	130.94	Chart	500	0.7	2	34.06	2		2	0						21	987	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	0	14.8	2	34.49	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	10	14.2	2	34.50	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	20	14.0	2	34.49	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	30	13.7	2	34.50	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	50	13.3	2	34.50	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	75	12.1	2	34.38	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	100	10.3	2	34.26	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	125	8.8	2	34.18	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	150	6.0	2	34.09	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	200	2.2	2	34.05	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	250	1.4	2	34.05	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	300	1.1	2	34.05	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	400	0.8	2	34.05	2		2	0							911	TAMGU 3
East Sea	104	11	2024-04-14 05:00	37.0567	131.255	Chart	500	0.7	2	34.06	2		2	0							911	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	0	21.5	2	34.31	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	10	21.3	2	34.31	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	20	19.4	2	34.29	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	30	17.2	2	34.33	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	50	13.3	2	34.33	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	75	10.0	2	34.26	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	100	8.0	2	34.10	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	125	6.2	2	34.04	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	150	4.5	2	34.06	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	200	2.0	2	34.05	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	250	1.3	2	34.05	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	300	1.0	2	34.05	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	400	0.8	2	34.06	2		2	0						15.6	987	TAMGU 3
East Sea	104	11	2024-06-15 08:59	37.0567	131.255	Chart	500	0.7	2	34.06	2		2	0						15.6	987	TAMGU 3
East Sea	105	00	2024-02-25 08:10	37.5533	129.15	Chart	0	5.6	2	33.16	2		2	0							1,017	TAMGU 3
East Sea	105	00	2024-02-25 08:10	37.5533	129.15	Chart	10	5.7	2	33.20	2		2	0							1,017	TAMGU 3
East Sea	105	00	2024-02-25 08:10	37.5533	129.15	Chart	20	7.0	2	33.79	2		2	0							1,017	TAMGU 3
East Sea	105	00	2024-04-13 08:05	37.5533	129.15	Chart	0	13.0	2	34.26	2		2	0						4.2	922	TAMGU 3
East Sea	105	00	2024-04-13 08:05	37.5533	129.15	Chart	10	11.9	2	34.30	2		2	0						4.2	922	TAMGU 3
East Sea	105	00	2024-04-13 08:05	37.5533	129.15	Chart	20	10.1	2	34.26	2		2	0						4.2	922	TAMGU 3
East Sea	105	00	2024-04-13 08:05	37.5533	129.15	Chart	30	7.6	2	34.16	2		2	0						4.2	922	TAMGU 3
East Sea	105	00	2024-06-13 13:15	37.5533	129.15	Chart	0	18.7	2	34.16	2		2	0						11	1,004	TAMGU 3
East Sea	105	00	2024-06-13 13:15	37.5533	129.15	Chart	10	14.7	2	34.28	2		2	0						11	1,004	TAMGU 3
East Sea	105	00	2024-06-13 13:15	37.5533	129.15	Chart	20	12.5	2	34.24	2		2	0						11	1,004	TAMGU 3
East Sea	105	00	2024-06-13 13:15	37.5533	129.15	Chart	30	10.2	2	34.19	2		2	0						11	1,004	TAMGU 3
East Sea	105	03	2024-02-25 08:25	37.5533	129.1717	Chart	0	5.7	2	33.47	2		2	0							1,017	TAMGU 3
East Sea	105	03	2024-02-25 08:25	37.5533	129.1717	Chart	10	6.0	2	33.54	2		2	0							1,017	TAMGU 3
East Sea	105	03	2024-02-25 08:25	37.5533	129.1717	Chart	20	6.9	2	33.78	2		2	0							1,017	TAMGU 3
East Sea	105	03	2024-02-25 08:25	37.5533	129.1717	Chart	30	6.2	2	33.89	2		2	0							1,017	TAMGU 3
